"X1","Hasil_GeoHash","LATITUDE","LONGITUDE","Lat_Error","Long_Error","MAG","KEDALAMAN","CITY"
4,"wbdjnc",3.69964599609375,126.864624023438,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=3.69964599609375&longitude=126.864624023438&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
6,"wbdjnc",3.69964599609375,126.864624023438,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=3.69964599609375&longitude=126.864624023438&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
7,"qxznuz",-0.17852783203125,122.557983398438,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-0.17852783203125&longitude=122.557983398438&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
18,"wbdjnc",3.69964599609375,126.864624023438,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=3.69964599609375&longitude=126.864624023438&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
21,"qxw8yj",-2.65045166015625,121.909790039062,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-2.65045166015625&longitude=121.909790039062&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
29,"qws45c",-8.07769775390625,118.295288085938,0.00274658203125,0.0054931640625,4.3,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-8.07769775390625&longitude=118.295288085938&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
35,"wbdjnc",3.69964599609375,126.864624023438,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=3.69964599609375&longitude=126.864624023438&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
37,"qzh11v",-5.41900634765625,129.457397460938,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-5.41900634765625&longitude=129.457397460938&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
41,"qxznuz",-0.17852783203125,122.557983398438,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-0.17852783203125&longitude=122.557983398438&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
43,"qxznuz",-0.17852783203125,122.557983398438,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-0.17852783203125&longitude=122.557983398438&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
46,"qzh11v",-5.41900634765625,129.457397460938,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-5.41900634765625&longitude=129.457397460938&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
52,"qzh11v",-5.41900634765625,129.457397460938,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-5.41900634765625&longitude=129.457397460938&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
61,"qxznuz",-0.17852783203125,122.557983398438,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-0.17852783203125&longitude=122.557983398438&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
70,"w027tr",2.06268310546875,90.5877685546875,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=2.06268310546875&longitude=90.5877685546875&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
72,"qysrfw",-7.03948974609375,129.841918945312,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-7.03948974609375&longitude=129.841918945312&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
76,"wbdjnc",3.69964599609375,126.864624023438,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=3.69964599609375&longitude=126.864624023438&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
