"","Hasil_GeoHash","LATITUDE","LONGITUDE","Lat_Error","Long_Error","MAG","KEDALAMAN"
"1","qy8jrd",-7.50091552734375,124.085083007812,0.00274658203125,0.0054931640625,4.2,10
"2","qzxr9d",-1.48040771484375,134.016723632812,0.00274658203125,0.0054931640625,4.2,10
"3","qzxr9d",-1.48040771484375,134.016723632812,0.00274658203125,0.0054931640625,4.2,10
"4","qr0p2p",-4.30938720703125,101.255493164062,0.00274658203125,0.0054931640625,5.1,10
"5","qzxr9d",-1.48040771484375,134.016723632812,0.00274658203125,0.0054931640625,4.2,10
"6","qr31g5",-3.89190673828125,102.793579101562,0.00274658203125,0.0054931640625,4.6,10
"7","qxdw4q",-1.72210693359375,116.119995117188,0.00274658203125,0.0054931640625,4.4,10
"8","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"9","qzxr9d",-1.48040771484375,134.016723632812,0.00274658203125,0.0054931640625,4.2,10
"10","qzxr9d",-1.48040771484375,134.016723632812,0.00274658203125,0.0054931640625,4.2,10
"11","qy8jrd",-7.50091552734375,124.085083007812,0.00274658203125,0.0054931640625,4.2,10
"12","qzknyu",-3.00750732421875,129.677124023438,0.00274658203125,0.0054931640625,4.2,10
"13","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"14","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"15","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"16","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"17","qzxr9d",-1.48040771484375,134.016723632812,0.00274658203125,0.0054931640625,4.2,10
"18","qprrsv",-2.87017822265625,100.409545898438,0.00274658203125,0.0054931640625,5.1,10
"19","qxdw4q",-1.72210693359375,116.119995117188,0.00274658203125,0.0054931640625,4.4,10
"20","qze8eb",-2.72186279296875,128.842163085938,0.00274658203125,0.0054931640625,4.2,10
"21","qy8jrd",-7.50091552734375,124.085083007812,0.00274658203125,0.0054931640625,4.2,10
"22","qprrsv",-2.87017822265625,100.409545898438,0.00274658203125,0.0054931640625,5.1,10
"23","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"24","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"25","w8nfng",0.37078857421875,122.294311523438,0.00274658203125,0.0054931640625,4.4,10
"26","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"27","w8nfng",0.37078857421875,122.294311523438,0.00274658203125,0.0054931640625,4.4,10
"28","qpweqz",-2.20001220703125,99.4427490234375,0.00274658203125,0.0054931640625,5.1,10
"29","qxdw4q",-1.72210693359375,116.119995117188,0.00274658203125,0.0054931640625,4.4,10
"30","qpweqz",-2.20001220703125,99.4427490234375,0.00274658203125,0.0054931640625,5.1,10
"31","w8nfng",0.37078857421875,122.294311523438,0.00274658203125,0.0054931640625,4.4,10
"32","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"33","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"34","qpweqz",-2.20001220703125,99.4427490234375,0.00274658203125,0.0054931640625,5.1,10
"35","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"36","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"37","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"38","qpweqz",-2.20001220703125,99.4427490234375,0.00274658203125,0.0054931640625,5.1,10
"39","qpweqz",-2.20001220703125,99.4427490234375,0.00274658203125,0.0054931640625,5.1,10
"40","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"41","qpweqz",-2.20001220703125,99.4427490234375,0.00274658203125,0.0054931640625,5.1,10
"42","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"43","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"44","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"45","w8nfng",0.37078857421875,122.294311523438,0.00274658203125,0.0054931640625,4.4,10
"46","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"47","w8nfng",0.37078857421875,122.294311523438,0.00274658203125,0.0054931640625,4.4,10
"48","qy8jrd",-7.50091552734375,124.085083007812,0.00274658203125,0.0054931640625,4.2,10
"49","qxdw4q",-1.72210693359375,116.119995117188,0.00274658203125,0.0054931640625,4.4,10
"50","qprrsv",-2.87017822265625,100.409545898438,0.00274658203125,0.0054931640625,5.1,10
"51","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"52","w8nfng",0.37078857421875,122.294311523438,0.00274658203125,0.0054931640625,4.4,10
"53","qzknyu",-3.00750732421875,129.677124023438,0.00274658203125,0.0054931640625,4.2,10
"54","qzknyu",-3.00750732421875,129.677124023438,0.00274658203125,0.0054931640625,4.2,10
"55","qzxr9d",-1.48040771484375,134.016723632812,0.00274658203125,0.0054931640625,4.2,10
"56","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"57","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"58","qr31g5",-3.89190673828125,102.793579101562,0.00274658203125,0.0054931640625,4.6,10
"59","qxdw4q",-1.72210693359375,116.119995117188,0.00274658203125,0.0054931640625,4.4,10
"60","qzxr9d",-1.48040771484375,134.016723632812,0.00274658203125,0.0054931640625,4.2,10
"61","w8nfng",0.37078857421875,122.294311523438,0.00274658203125,0.0054931640625,4.4,10
"62","qzknyu",-3.00750732421875,129.677124023438,0.00274658203125,0.0054931640625,4.2,10
"63","qzknyu",-3.00750732421875,129.677124023438,0.00274658203125,0.0054931640625,4.2,10
"64","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"65","qxdw4q",-1.72210693359375,116.119995117188,0.00274658203125,0.0054931640625,4.4,10
"66","qxdw4q",-1.72210693359375,116.119995117188,0.00274658203125,0.0054931640625,4.4,10
"67","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"68","qw7db3",-9.35211181640625,117.438354492188,0.00274658203125,0.0054931640625,4.4,10
"69","qw7db3",-9.35211181640625,117.438354492188,0.00274658203125,0.0054931640625,4.4,10
"70","qpwejy",-2.24945068359375,99.3988037109375,0.00274658203125,0.0054931640625,5.1,10
"71","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"72","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"73","qzxr9d",-1.48040771484375,134.016723632812,0.00274658203125,0.0054931640625,4.2,10
"74","qpweqz",-2.20001220703125,99.4427490234375,0.00274658203125,0.0054931640625,5.1,10
"75","w8nfng",0.37078857421875,122.294311523438,0.00274658203125,0.0054931640625,4.4,10
"76","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"77","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
"78","qxdw4q",-1.72210693359375,116.119995117188,0.00274658203125,0.0054931640625,4.4,10
"79","qpwu1j",-2.07916259765625,99.5416259765625,0.00274658203125,0.0054931640625,5.1,10
