"","Hasil_GeoHash","LATITUDE","LONGITUDE","Lat_Error","Long_Error","MAG","KEDALAMAN"
"1","w0jp33",1.28265380859375,97.0916748046875,0.00274658203125,0.0054931640625,4.5,32
"2","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"3","qzcxbp",-0.00274658203125,125.864868164062,0.00274658203125,0.0054931640625,4.3,101
"4","qyejxv",-7.44049072265625,128.314819335938,0.00274658203125,0.0054931640625,3.8,151
"5","w0jp33",1.28265380859375,97.0916748046875,0.00274658203125,0.0054931640625,4.5,32
"6","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"7","qzcxbp",-0.00274658203125,125.864868164062,0.00274658203125,0.0054931640625,4.3,101
"8","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"9","qyehd7",-7.62725830078125,128.073120117188,0.00274658203125,0.0054931640625,5.7,111
"10","qy0h5w",-10.5111694335938,123.909301757812,0.00274658203125,0.0054931640625,3.7,34
"11","w0jp33",1.28265380859375,97.0916748046875,0.00274658203125,0.0054931640625,4.5,32
"12","wbeh69",3.56781005859375,128.084106445312,0.00274658203125,0.0054931640625,5.7,111
"13","w0hzrc",1.28265380859375,97.0257568359375,0.00274658203125,0.0054931640625,4.5,29
"14","qwssp6",-7.72064208984375,119.152221679688,0.00274658203125,0.0054931640625,3,11
"15","qyehd7",-7.62725830078125,128.073120117188,0.00274658203125,0.0054931640625,5.7,111
"16","qyehd7",-7.62725830078125,128.073120117188,0.00274658203125,0.0054931640625,5.7,111
"17","qyehd7",-7.62725830078125,128.073120117188,0.00274658203125,0.0054931640625,5.7,111
"18","qyehd7",-7.62725830078125,128.073120117188,0.00274658203125,0.0054931640625,5.7,111
"19","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"20","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"21","qyehd7",-7.62725830078125,128.073120117188,0.00274658203125,0.0054931640625,5.7,111
"22","qzcxbp",-0.00274658203125,125.864868164062,0.00274658203125,0.0054931640625,4.3,101
"23","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"24","qwssp6",-7.72064208984375,119.152221679688,0.00274658203125,0.0054931640625,3,11
"25","qyejxv",-7.44049072265625,128.314819335938,0.00274658203125,0.0054931640625,3.8,151
"26","qyejxv",-7.44049072265625,128.314819335938,0.00274658203125,0.0054931640625,3.8,151
"27","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"28","qyejxv",-7.44049072265625,128.314819335938,0.00274658203125,0.0054931640625,3.8,151
"29","wbe6ck",3.32061767578125,128.380737304688,0.00274658203125,0.0054931640625,4.3,250
"30","wbe6zs",3.32061767578125,128.655395507812,0.00274658203125,0.0054931640625,4.3,229
"31","w0hzrc",1.28265380859375,97.0257568359375,0.00274658203125,0.0054931640625,4.5,29
"32","wbe6ck",3.32061767578125,128.380737304688,0.00274658203125,0.0054931640625,4.3,250
"33","wbe6ck",3.32061767578125,128.380737304688,0.00274658203125,0.0054931640625,4.3,250
"34","qyehd7",-7.62725830078125,128.073120117188,0.00274658203125,0.0054931640625,5.7,111
"35","w0jp33",1.28265380859375,97.0916748046875,0.00274658203125,0.0054931640625,4.5,32
"36","qyehd7",-7.62725830078125,128.073120117188,0.00274658203125,0.0054931640625,5.7,111
"37","qyehd7",-7.62725830078125,128.073120117188,0.00274658203125,0.0054931640625,5.7,111
"38","wbe6ck",3.32061767578125,128.380737304688,0.00274658203125,0.0054931640625,4.3,250
"39","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"40","qyejxv",-7.44049072265625,128.314819335938,0.00274658203125,0.0054931640625,3.8,151
"41","w0jp33",1.28265380859375,97.0916748046875,0.00274658203125,0.0054931640625,4.5,32
"42","wbe6ck",3.32061767578125,128.380737304688,0.00274658203125,0.0054931640625,4.3,250
"43","qwssp6",-7.72064208984375,119.152221679688,0.00274658203125,0.0054931640625,3,11
"44","qwssp6",-7.72064208984375,119.152221679688,0.00274658203125,0.0054931640625,3,11
"45","wbe6ck",3.32061767578125,128.380737304688,0.00274658203125,0.0054931640625,4.3,250
"46","qy0h5w",-10.5111694335938,123.909301757812,0.00274658203125,0.0054931640625,3.7,34
"47","w0jp33",1.28265380859375,97.0916748046875,0.00274658203125,0.0054931640625,4.5,32
"48","wbe6ck",3.32061767578125,128.380737304688,0.00274658203125,0.0054931640625,4.3,250
"49","wbe6ck",3.32061767578125,128.380737304688,0.00274658203125,0.0054931640625,4.3,250
"50","wbe6ck",3.32061767578125,128.380737304688,0.00274658203125,0.0054931640625,4.3,250
"51","qyejxv",-7.44049072265625,128.314819335938,0.00274658203125,0.0054931640625,3.8,151
"52","qyejxv",-7.44049072265625,128.314819335938,0.00274658203125,0.0054931640625,3.8,151
"53","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"54","qwssp6",-7.72064208984375,119.152221679688,0.00274658203125,0.0054931640625,3,11
"55","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"56","w0hzrc",1.28265380859375,97.0257568359375,0.00274658203125,0.0054931640625,4.5,29
"57","w0jp33",1.28265380859375,97.0916748046875,0.00274658203125,0.0054931640625,4.5,32
"58","qyejxv",-7.44049072265625,128.314819335938,0.00274658203125,0.0054931640625,3.8,151
"59","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"60","qzcxbp",-0.00274658203125,125.864868164062,0.00274658203125,0.0054931640625,4.3,101
"61","qw27hd",-9.30267333984375,113.054809570312,0.00274658203125,0.0054931640625,3,10
"62","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
"63","qy0h5w",-10.5111694335938,123.909301757812,0.00274658203125,0.0054931640625,3.7,34
"64","wbe6ck",3.32061767578125,128.380737304688,0.00274658203125,0.0054931640625,4.3,250
"65","qzcxbp",-0.00274658203125,125.864868164062,0.00274658203125,0.0054931640625,4.3,101
"66","qyejxv",-7.44049072265625,128.314819335938,0.00274658203125,0.0054931640625,3.8,151
"67","qyejxv",-7.44049072265625,128.314819335938,0.00274658203125,0.0054931640625,3.8,151
"68","qy0h5w",-10.5111694335938,123.909301757812,0.00274658203125,0.0054931640625,3.7,34
"69","qxt928",-2.59002685546875,120.261840820312,0.00274658203125,0.0054931640625,4.3,10
