"","X","Hasil_GeoHash","LATITUDE","LONGITUDE","Lat_Error","Long_Error","MAG","KEDALAMAN"
"16381",50,"qqqy6s",-8.72039794921875,110.857543945312,0.00274658203125,0.0054931640625,2.7,69
"16382",51,"qppyvj",-4.40826416015625,101.123657226562,0.00274658203125,0.0054931640625,4.7,37
"16383",52,"qppyvj",-4.40826416015625,101.123657226562,0.00274658203125,0.0054931640625,4.7,37
"16384",53,"qy2ksv",-9.02252197265625,124.315795898438,0.00274658203125,0.0054931640625,3,10
"16385",54,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16386",55,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16387",56,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16388",57,"qqs38y",-8.13812255859375,107.265014648438,0.00274658203125,0.0054931640625,4.7,10
"16389",58,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16390",59,"qy2ksv",-9.02252197265625,124.315795898438,0.00274658203125,0.0054931640625,3,10
"16391",60,"qqqy6s",-8.72039794921875,110.857543945312,0.00274658203125,0.0054931640625,2.7,69
"16392",61,"qqqy6s",-8.72039794921875,110.857543945312,0.00274658203125,0.0054931640625,2.7,69
"16393",62,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16394",63,"qppyvj",-4.40826416015625,101.123657226562,0.00274658203125,0.0054931640625,4.7,37
"16395",64,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16396",65,"qwdbmy",-8.35784912109375,116.625366210938,0.00274658203125,0.0054931640625,2.4,11
"16397",66,"qqqy6s",-8.72039794921875,110.857543945312,0.00274658203125,0.0054931640625,2.7,69
"16398",67,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16399",68,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16400",69,"qy2ksv",-9.02252197265625,124.315795898438,0.00274658203125,0.0054931640625,3,10
"16401",70,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
