"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2015-03-03","04:18:16",3.24,98.58,20,2.2
"2015-03-03","04:27:48",4.49,126.99,51,4.3
"2015-03-03","04:27:52",4.36,126.98,81,4.3
"2015-03-03","04:27:52",4.36,126.98,81,4.2
"2015-03-03","08:39:33",1.02,121.79,35,2
"2015-03-03","09:11:39",-2.52,129.67,10,3.3
"2015-03-03","10:01:28",3.2,98.56,27,2.4
"2015-03-03","10:37:30",-0.78,98.72,28,6.1
"2015-03-03","10:37:31",-0.72,98.75,34,6.2
"2015-03-03","10:37:31",-0.72,98.74,30,6.2
"2015-03-03","10:37:31",-0.72,98.75,34,5.9
"2015-03-03","10:37:32",-0.74,98.77,47,6.1
"2015-03-03","10:37:32",-0.67,98.72,37,6.2
"2015-03-03","10:37:35",-0.6,98.79,62,6.4
"2015-03-03","11:01:32",-0.65,98.9,35,3.7
"2015-03-03","16:14:22",4.24,123.36,552,2.4
"2015-03-03","17:03:36",-8.4,119.51,199,2.6
"2015-03-03","18:09:36",-0.08,124.53,25,3.4
"2015-03-03","18:36:49",5.77,126.03,125,3.1
"2015-03-03","18:50:50",-6.45,130.29,35,3.2
"2015-03-03","18:53:16",-2.66,140.39,10,2
"2015-03-03","19:36:44",5.94,126.61,53,3.2
"2015-03-03","20:02:05",-1.82,139.49,10,3.9
"2015-03-03","20:02:07",-1.85,139.51,27,3.3
"2015-03-03","21:11:52",5.89,126.97,190,3.9
"2015-03-03","21:58:17",2.16,126.08,83,3.3
"2015-03-03","22:41:41",-2.37,128.37,10,3.6
"2015-03-03","22:41:45",-2.23,128.08,13,3.4
"2015-03-03","23:39:50",-7.04,128.19,250,4
"2015-03-03","23:39:50",-7.04,128.19,250,3.6
"2015-03-03","23:39:51",-6.99,128.17,254,4
