"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1999-09-22","00:49:54",-9.4,115.29,76,4.2
"1999-09-22","00:49:54",-9.4,115.29,76,4.7
"1999-09-22","06:14:40",-8.67,116.39,109,3.8
"1999-09-22","06:14:40",-8.67,116.39,109,4.6
"1999-09-22","07:22:57",1.76,99.45,33,4.7
"1999-09-22","07:22:57",1.51,99.11,33,4.7
"1999-09-22","07:22:57",1.51,99.11,33,4.6
"1999-09-22","09:50:52",3.29,129.03,33,4.2
"1999-09-22","13:19:24",-0.71,127.32,33,4.6
"1999-09-22","13:19:25",-0.69,127.38,41,4.6
"1999-09-22","13:19:25",-0.69,127.38,41,4.4
"1999-09-22","16:49:05",1.84,99.56,33,4.6
"1999-09-22","16:49:05",1.84,99.58,33,4.6
"1999-09-22","16:49:05",1.84,99.58,33,4
"1999-09-22","20:02:53",-8.66,117.2,33,4.1
"1999-09-22","20:02:53",-8.66,117.2,33,4.5
"1999-09-22","20:55:06",-0.17,123.85,138,3.7
