"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2004-12-31","00:08:44",4.51,93.48,33,4.1
"2004-12-31","00:29:18",4.67,95.09,33,4.8
"2004-12-31","00:29:18",4.67,95.09,33,4.7
"2004-12-31","00:29:19",4.67,95.01,30,4.8
"2004-12-31","01:14:28",-6.65,105.93,33,4.4
"2004-12-31","01:15:26",5.84,91.18,33,4.7
"2004-12-31","01:30:45",3.41,92.89,30,4.6
"2004-12-31","01:30:45",3.41,92.89,30,4.5
"2004-12-31","01:30:47",3.66,93.2,30,4.6
"2004-12-31","02:21:37",3.97,94.11,28,3.4
"2004-12-31","03:08:16",4.87,93.07,28,4.8
"2004-12-31","03:08:17",5.03,93.18,33,5.5
"2004-12-31","03:08:18",4.92,93.09,25,4.8
"2004-12-31","03:17:59",2.06,126.53,39,4.7
"2004-12-31","03:18:01",2.07,126.67,50,4.7
"2004-12-31","03:25:11",5.09,94.17,33,3.9
"2004-12-31","04:31:30",1.28,125.97,22,4
"2004-12-31","05:58:16",-0.07,123.12,183,4.3
"2004-12-31","06:26:12",3.26,93.77,28,4.8
"2004-12-31","06:26:12",3.26,93.77,28,4.9
"2004-12-31","06:26:14",3.24,93.75,29,4.8
"2004-12-31","06:26:16",3.74,93.94,33,5.5
"2004-12-31","07:10:24",-8.58,125.14,20,3.6
"2004-12-31","07:26:35",4.32,95.21,49,5.1
"2004-12-31","07:26:35",4.83,95.6,33,5.6
"2004-12-31","07:26:35",4.32,95.21,49,4.9
"2004-12-31","07:26:37",4.32,95.19,47,5.2
"2004-12-31","07:38:17",4.58,94.76,33,4.6
"2004-12-31","07:38:17",4.58,94.76,33,4.5
"2004-12-31","07:38:18",4.51,94.67,30,4.6
"2004-12-31","08:02:40",3.43,94.56,33,4
"2004-12-31","08:40:47",4.59,94.56,33,4.3
"2004-12-31","08:52:20",5.91,93.32,18,4.8
"2004-12-31","08:52:20",5.91,93.32,18,4.9
"2004-12-31","08:52:21",5.9,93.28,13,4.9
"2004-12-31","09:21:46",5.38,95.88,33,4
"2004-12-31","10:58:20",5.15,94.8,10,5.6
"2004-12-31","10:58:21",5.03,94.83,13,5.2
"2004-12-31","10:58:24",5.02,94.83,50,5.2
"2004-12-31","10:58:24",5.02,94.83,50,5.5
"2004-12-31","12:45:57",3.26,96.08,41,4.9
"2004-12-31","12:45:57",3.26,96.08,41,4.8
"2004-12-31","12:45:59",3.27,96.07,41,4.9
"2004-12-31","13:09:55",5.44,94.29,33,4.7
"2004-12-31","13:09:59",5.52,94.39,50,4.7
"2004-12-31","13:17:01",4.99,94.03,30,4.5
"2004-12-31","13:17:01",5.13,94.19,44,4.5
"2004-12-31","13:41:45",3.17,95.3,26,5.3
"2004-12-31","13:41:45",3.17,95.3,26,5.5
"2004-12-31","13:41:48",3.17,95.27,33,5.4
"2004-12-31","13:41:50",3.71,95.07,33,5.6
"2004-12-31","13:52:50",4.71,94.39,33,4.1
"2004-12-31","14:38:44",5.08,94.84,44,5.3
"2004-12-31","14:38:44",5.08,94.84,44,5.6
"2004-12-31","14:38:45",5.65,94.73,33,5.8
"2004-12-31","14:38:46",5.11,94.86,49,5.4
"2004-12-31","14:54:41",4.18,92.8,35,4.7
"2004-12-31","14:54:41",4.18,92.8,35,4.8
"2004-12-31","14:54:43",4.25,92.84,36,4.7
"2004-12-31","14:55:20",4.39,92.65,33,4.9
"2004-12-31","15:09:54",3.49,95.27,33,3.9
"2004-12-31","15:34:45",2.46,94.73,33,4.2
"2004-12-31","15:55:06",4.18,92.42,33,4.2
"2004-12-31","15:58:17",5.27,94.33,30,4.6
"2004-12-31","15:58:17",5.22,94.31,44,4.6
"2004-12-31","15:58:17",5.22,94.31,44,4.4
"2004-12-31","16:34:26",4.64,94.62,33,4.3
"2004-12-31","16:42:28",3.93,95.68,33,4.2
"2004-12-31","17:48:03",4.73,95.17,44,5.9
"2004-12-31","17:48:03",4.73,95.17,44,5.4
"2004-12-31","17:48:05",4.73,95.14,49,5.9
"2004-12-31","17:48:05",5.26,95.01,33,5.6
"2004-12-31","19:03:38",4.32,94.7,53,4
"2004-12-31","21:19:00",4.9,94.13,33,4.1
"2004-12-31","23:18:19",4.16,92.69,33,4
"2004-12-31","23:32:15",5.79,96.7,175,2.9
