"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2005-09-04","00:59:04",4.63,97.08,30,4.1
"2005-09-04","00:59:04",4.63,97.08,30,3.9
"2005-09-04","00:59:06",4.6,97.04,30,4.1
"2005-09-04","06:45:30",-6.64,130.81,33,4.1
"2005-09-04","06:45:31",-6.61,130.8,28,4.1
"2005-09-04","07:35:18",1.25,97.18,30,4.6
"2005-09-04","07:35:18",1.25,97.18,30,4.7
"2005-09-04","07:35:20",1.28,97.16,30,4.6
"2005-09-04","08:18:23",2.35,96.2,30,4.4
"2005-09-04","08:18:23",2.42,96.29,46,4.4
"2005-09-04","08:18:23",2.42,96.29,46,4.3
"2005-09-04","12:42:55",-7.34,128.43,99,4.3
"2005-09-04","12:42:57",-7.41,128.39,100,4.3
"2005-09-04","14:23:39",1.32,126.28,30,4.8
"2005-09-04","14:23:39",1.29,126.25,47,4.8
"2005-09-04","23:57:45",2.09,122.99,425,6.3
"2005-09-04","23:58:32",2.94,123.18,436,6
"2005-09-04","23:58:32",2.94,123.18,436,5.7
"2005-09-04","23:58:34",3,123.07,444,6
