"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2017-04-24","03:15:25",-0.17,121.94,203,2.4
"2017-04-24","03:43:08",-4.87,102.88,26,4.5
"2017-04-24","03:43:09",-4.75,102.83,57,4.4
"2017-04-24","04:44:39",-1.11,119.77,11,3.1
"2017-04-24","06:13:49",-0.1,125.19,39,5.3
"2017-04-24","06:13:49",-0.1,125.19,40,5.3
"2017-04-24","06:13:50",-0.12,125.26,55,5.2
"2017-04-24","06:13:51",-0.1,125.21,61,5.3
"2017-04-24","06:13:51",-0.13,125.24,62,5.2
"2017-04-24","06:13:51",-0.1,125.25,60,5.2
"2017-04-24","06:23:46",0.02,125.32,32,3.5
"2017-04-24","06:32:37",4.44,122.59,651,3
"2017-04-24","06:32:40",3.87,122.59,618,4.1
"2017-04-24","08:20:40",4.48,125.57,227,4.4
"2017-04-24","08:20:40",4.88,125.78,239,3.3
"2017-04-24","09:49:15",0.95,122.59,40,2.5
"2017-04-24","11:52:58",-9.56,123.81,60,4.4
"2017-04-24","11:52:59",-9.43,123.88,78,4.3
"2017-04-24","12:32:29",-4.63,101.94,42,4
"2017-04-24","13:07:45",1.97,124.56,202,4
"2017-04-24","14:32:58",-7.95,117.27,309,4
"2017-04-24","14:33:00",-7.81,117.22,279,4
"2017-04-24","14:33:00",-7.81,117.22,278,4
"2017-04-24","14:45:26",-7.37,105.94,70,3.2
"2017-04-24","15:07:15",-3.58,135.19,14,3.5
"2017-04-24","15:11:19",-0.38,96.63,10,4.8
"2017-04-24","15:11:24",-0.15,96.75,30,4.1
"2017-04-24","15:12:25",-0.24,96.93,29,4.3
"2017-04-24","16:01:51",-5.96,104.06,16,3
"2017-04-24","16:34:58",5.89,123.72,10,4.2
"2017-04-24","17:27:53",-3.3,139.6,51,4
"2017-04-24","17:58:38",-2.58,99.79,31,4.1
"2017-04-24","17:58:41",-2.74,99.74,33,4.2
"2017-04-24","21:28:57",-6.23,105.29,10,4.9
"2017-04-24","21:28:59",-6.17,105.37,10,4.8
"2017-04-24","21:29:00",-6.02,105.37,50,5
"2017-04-24","21:29:01",-6.09,105.36,60,5
"2017-04-24","23:04:02",-9.31,118.6,102,4.5
"2017-04-24","23:04:03",-9.25,118.65,74,4.6
"2017-04-24","23:21:04",1.73,128.22,78,3.3
"2017-04-24","23:38:57",-8.87,123.74,66,3.7
"2017-04-24","23:38:58",-9.34,123.2,103,4.1
