"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2018-03-30","01:36:34",-1.66,128.43,10,3.8
"2018-03-30","05:54:48",-8.92,124.27,38,2.4
"2018-03-30","06:05:26",-7.2,102.69,10,4.5
"2018-03-30","07:01:13",-3.33,130.95,27,5
"2018-03-30","07:01:13",-3.41,130.94,30,5.1
"2018-03-30","07:01:14",-3.37,130.97,32,5.2
"2018-03-30","07:01:14",-3.34,130.9,23,4.9
"2018-03-30","07:44:37",-4.4,130.52,18,3.6
"2018-03-30","08:05:24",4.67,96.17,10,3.8
"2018-03-30","08:48:55",4.68,96.13,10,4.7
"2018-03-30","08:48:56",4.69,96.29,20,4.4
"2018-03-30","08:48:58",4.5,96.55,10,4.8
"2018-03-30","08:48:59",4.7,96.35,27,4.4
"2018-03-30","11:07:39",-4.74,121.03,10,2.5
"2018-03-30","14:28:31",-7.26,129.54,152,4.5
"2018-03-30","14:28:31",-7.15,129.58,160,4.4
"2018-03-30","14:28:31",-7.25,129.55,152,4.3
"2018-03-30","14:28:31",-7.25,129.59,151,4.3
"2018-03-30","14:28:32",-7.12,129.6,162,4.4
"2018-03-30","16:07:22",1.15,97.8,38,2.8
"2018-03-30","16:10:44",-9.11,116.83,103,4.8
"2018-03-30","16:10:44",-9.08,116.85,100,4.5
"2018-03-30","16:10:44",-8.97,116.83,122,4.6
"2018-03-30","16:10:45",-8.89,116.8,127,4.6
"2018-03-30","16:47:18",-8.56,119.74,152,3.3
"2018-03-30","18:46:35",-0.52,121.91,10,2.5
"2018-03-30","20:06:03",-6.63,130.11,169,4.4
"2018-03-30","23:57:57",4.71,96.11,10,3.2
