"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2014-05-02","00:21:22",1.46,126.44,10,4.7
"2014-05-02","00:21:22",1.46,126.46,24,4.7
"2014-05-02","00:21:22",1.55,126.51,20,4.9
"2014-05-02","00:21:25",1.43,126.41,47,4.8
"2014-05-02","00:21:25",1.54,126.49,39,4.9
"2014-05-02","01:52:51",1.57,126.44,30,4.7
"2014-05-02","01:52:51",1.5,126.53,47,4.4
"2014-05-02","01:52:52",1.46,126.51,60,4.4
"2014-05-02","01:52:52",1.51,126.49,52,4.6
"2014-05-02","01:52:53",1.38,126.49,60,4.6
"2014-05-02","03:23:26",-6.82,130.41,122,4
"2014-05-02","03:23:26",-6.56,130.08,100,4
"2014-05-02","03:23:27",-6.61,130.12,112,4.1
"2014-05-02","03:59:24",2.6,96,14,3.8
"2014-05-02","05:16:20",-3.7,127.45,10,3.3
"2014-05-02","05:41:35",-5.98,103.85,42,4.6
"2014-05-02","05:41:36",-6.02,103.76,58,4.6
"2014-05-02","07:53:22",1.03,126.14,54,3.9
"2014-05-02","07:53:22",0.96,126.14,45,4.2
"2014-05-02","07:53:22",0.97,126.14,44,4.2
"2014-05-02","08:43:36",-3.74,127.55,46,5.7
"2014-05-02","08:43:36",-3.81,127.4,47,5.7
"2014-05-02","08:43:36",-3.86,127.44,49,5.8
"2014-05-02","08:43:36",-3.75,127.5,46,5.8
"2014-05-02","08:43:37",-3.78,127.5,46,5.8
"2014-05-02","11:12:08",-7.55,127.81,164,4.8
"2014-05-02","11:12:08",-7.63,127.83,165,5
"2014-05-02","11:12:09",-7.75,127.89,167,4.9
"2014-05-02","11:12:09",-7.67,127.82,176,4.8
"2014-05-02","11:12:09",-7.67,127.88,175,4.8
"2014-05-02","13:19:46",-6.72,129.55,165,3.4
"2014-05-02","13:33:01",0.38,126.41,10,4.1
"2014-05-02","13:33:03",0.33,126.38,46,4.5
"2014-05-02","13:33:03",0.3,126.39,47,4.5
"2014-05-02","13:33:04",0.38,126.46,40,4.6
"2014-05-02","13:33:04",0.39,126.46,40,4.7
"2014-05-02","18:06:24",0.46,123.69,247,4.2
"2014-05-02","18:06:25",0.28,123.37,264,4.2
"2014-05-02","18:07:12",-0.02,123.39,73,3.4
"2014-05-02","18:32:26",2.14,96.18,11,3.9
"2014-05-02","18:32:27",2.1,96.14,27,3.5
"2014-05-02","20:28:49",0.16,126.12,10,4
"2014-05-02","20:28:53",0.12,126.17,44,4
"2014-05-02","21:11:56",-8.89,124.42,35,3.2
"2014-05-02","21:22:48",5.81,125.99,138,3.8
