"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2016-12-15","00:13:09",-7.44,129.81,105,4.7
"2016-12-15","00:13:10",-7.28,129.7,102,4.7
"2016-12-15","00:13:10",-7.42,129.7,101,4.8
"2016-12-15","00:13:10",-7.41,129.77,106,4.7
"2016-12-15","00:58:15",3.73,126.93,77,4.4
"2016-12-15","00:58:17",3.59,126.79,59,4.6
"2016-12-15","00:58:17",3.63,126.81,57,4.6
"2016-12-15","00:58:17",3.71,126.94,64,4.7
"2016-12-15","00:58:17",3.67,126.87,60,4.7
"2016-12-15","02:18:22",0.35,123.85,21,4.3
"2016-12-15","02:18:25",0.36,123.78,226,3.3
"2016-12-15","04:41:20",2.11,97.84,32,2.5
"2016-12-15","05:27:44",-7.09,127.13,410,3.1
"2016-12-15","05:57:44",5.41,96.01,10,3.6
"2016-12-15","09:13:00",3.17,98.05,10,2.6
"2016-12-15","09:27:45",-6.27,130.23,132,4.2
"2016-12-15","09:27:46",-5.88,130.28,201,4.4
"2016-12-15","10:04:46",-2.63,121.8,12,4.1
"2016-12-15","10:04:48",-2.61,121.78,24,4
"2016-12-15","10:28:17",-9.83,124.43,36,3.8
"2016-12-15","15:04:55",-6.78,129.01,143,3
"2016-12-15","15:07:17",-1.77,128.89,10,3.9
"2016-12-15","15:07:19",-1.92,128.93,43,4.1
"2016-12-15","15:07:19",-1.92,128.93,42,4.1
"2016-12-15","15:07:20",-1.75,128.93,47,4.5
"2016-12-15","15:34:55",-9.15,123.85,77,4.4
"2016-12-15","15:34:56",-9.02,123.78,10,4
"2016-12-15","15:37:49",-0.79,124.1,10,3.6
"2016-12-15","16:15:01",-2.51,140.32,11,2.9
"2016-12-15","16:58:31",-8.18,107.89,52,4.6
"2016-12-15","16:58:31",-8.18,107.9,22,4.8
"2016-12-15","16:58:33",-7.8,108.02,81,4.4
"2016-12-15","17:16:54",-2.56,128.06,62,3.3
"2016-12-15","18:08:14",0.55,121.54,82,3.3
"2016-12-15","18:57:18",3.48,127.94,146,3.2
"2016-12-15","19:49:59",-9.09,118.28,10,4.4
"2016-12-15","19:49:59",-9.09,118.28,10,4.5
"2016-12-15","20:06:17",-2.53,138.77,10,4.5
"2016-12-15","20:06:21",-2.34,138.61,10,4.6
"2016-12-15","20:06:21",-2.13,138.66,10,4.8
"2016-12-15","20:06:21",-2.12,138.66,10,4.6
"2016-12-15","22:15:57",-2.24,120.09,19,4
"2016-12-15","22:15:57",-2.24,120.08,19,3.9
"2016-12-15","22:21:29",-8.05,107.95,35,3.5
