"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1998-08-10","01:03:32",-8.47,115.69,41,4.6
"1998-08-10","01:53:49",-9.31,112.5,33,4.8
"1998-08-10","04:33:51",-11.5,115.63,33,4.4
"1998-08-10","04:33:51",-11.5,115.63,33,4.8
"1998-08-10","04:33:52",-10.94,116.75,33,4.4
"1998-08-10","04:40:07",2.71,128.07,130,4.8
"1998-08-10","04:40:07",2.71,128.07,130,4.6
"1998-08-10","04:40:08",2.73,128.01,138,4.8
"1998-08-10","14:06:18",-4.49,131.24,33,4.1
"1998-08-10","14:06:18",-4.49,131.24,33,4.2
"1998-08-10","14:06:19",-4.43,131.34,33,4.1
"1998-08-10","20:33:10",-8.17,115.37,93,4.5
"1998-08-10","22:02:52",0.12,98.58,48,4.6
"1998-08-10","22:02:56",0.13,98.59,87,4.6
"1998-08-10","22:02:56",0.13,98.59,87,4.5
"1998-08-10","22:44:25",-0.44,125.54,33,4.3
"1998-08-10","22:44:25",-0.48,125.57,33,4.3
"1998-08-10","22:44:25",-0.48,125.57,33,4.1
"1998-08-10","22:47:41",-0.32,125.68,33,4.5
"1998-08-10","22:47:42",-0.33,125.72,38,4.5
"1998-08-10","22:47:42",-0.33,125.72,38,4.3
