"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2001-05-16","01:09:25",-4.28,125.73,400,3.4
"2001-05-16","04:29:56",-2.81,139.01,33,4.1
"2001-05-16","04:29:56",-2.79,139.05,33,4.1
"2001-05-16","04:29:56",-2.79,139.05,33,4.4
"2001-05-16","04:34:34",-7.71,106.56,2,4.1
"2001-05-16","04:34:34   ",-7.71,106.56,2,4.4
"2001-05-16","05:01:33",-8.99,119.64,100,4
"2001-05-16","11:16:17",-4.04,101.21,33,4.2
"2001-05-16","11:16:18",-3.88,101.37,31,4.2
"2001-05-16","11:16:18",-3.88,101.37,31,4.6
"2001-05-16","11:31:07",-5.63,125.28,482,3.4
"2001-05-16","15:10:52",-2.55,129.56,33,3.9
"2001-05-16","16:11:27",1.93,98.91,118,3.4
"2001-05-16","16:11:27",1.93,98.91,118,4.2
