"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2011-07-11","00:05:03",-6.93,106.3,11,3.4
"2011-07-11","05:16:28",-6.52,129.77,126,3.3
"2011-07-11","05:51:17",-5.31,128.59,560,3.1
"2011-07-11","08:53:21",-5.18,130.17,178,3.5
"2011-07-11","08:53:57",-4.08,121.76,10,5.3
"2011-07-11","08:53:57",-3.97,121.79,5,5.5
"2011-07-11","08:53:58",-4.06,121.69,35,5.5
"2011-07-11","08:53:58",-4.15,121.72,35,5.5
"2011-07-11","08:53:58",-4.06,121.75,30,5.5
"2011-07-11","09:29:08",-4.32,121.78,10,4
"2011-07-11","09:29:11",-4.23,121.74,35,3.8
"2011-07-11","09:37:43",-4.16,121.68,12,4.4
"2011-07-11","09:37:46",-4.13,121.72,35,4
"2011-07-11","10:17:59",-2.91,121.47,11,3.7
"2011-07-11","11:38:36",-4.11,121.7,5,5
"2011-07-11","11:38:37",-4.13,121.71,10,4.9
"2011-07-11","11:38:38",-4.07,121.69,10,5
"2011-07-11","11:38:40",-4.15,121.68,38,5.2
"2011-07-11","11:38:40",-4.11,121.75,35,5.2
"2011-07-11","13:39:50",-6.11,130.5,72,3.2
"2011-07-11","15:07:54",-2.64,122.77,10,4.7
"2011-07-11","15:07:55",-2.7,122.75,35,3.7
"2011-07-11","15:50:19",-2.71,138.97,37,3.5
"2011-07-11","17:30:09",-7.16,129.06,75,3.6
"2011-07-11","17:38:04",-7.23,124.57,400,3.5
"2011-07-11","18:24:55",-5.57,128.99,300,3.4
"2011-07-11","18:59:35",5.71,127.1,10,3.9
"2011-07-11","21:17:06",-11.11,120.52,15,4.5
"2011-07-11","21:17:09",-11.11,120.6,35,4.5
