"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1997-05-10","07:13:26",4,128,33,4.3
"1997-05-10","07:13:26",3.99,128.2,33,4.3
"1997-05-10","07:13:26",3.99,128.2,33,4.2
"1997-05-10","14:46:21",-7.4,129.28,150,4
"1997-05-10","14:46:21",-7.4,129.28,150,3.6
"1997-05-10","14:46:22",-7.42,129.07,150,4
"1997-05-10","15:21:24",-7.58,115.22,306,3.7
"1997-05-10","17:43:22",-6.8,105.94,33,4.9
"1997-05-10","17:43:26",-6.77,106.01,68,4.9
"1997-05-10","17:43:26",-6.77,106.01,68,4.7
"1997-05-10","18:53:52",-3.15,101.55,33,5.6
"1997-05-10","18:53:54",-3.19,101.53,48,5.5
"1997-05-10","18:53:54",-3.19,101.53,48,5.4
"1997-05-10","21:14:13",-5.78,110.63,560,5
"1997-05-10","21:14:13",-5.78,110.63,560,4.8
"1997-05-10","21:14:16",-5.91,110.68,600,5
