"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2002-03-17","01:39:09",-6.46,128.45,306,3.2
"2002-03-17","01:45:59",-7.23,119.83,431,2.7
"2002-03-17","02:03:30",-9.34,111.93,33,3.6
"2002-03-17","02:43:34",0.22,98.24,33,4.5
"2002-03-17","03:37:19",0.68,122.32,79,5.7
"2002-03-17","03:37:21",0.63,122.38,97,5.7
"2002-03-17","03:37:21",0.63,122.38,97,5.6
"2002-03-17","08:28:37",1.33,123.27,33,5.4
"2002-03-17","08:28:37",1.34,123.28,38,4.8
"2002-03-17","09:09:55",4.32,96.13,56,3.8
"2002-03-17","09:09:58",4.5,96.65,77,4.5
"2002-03-17","09:20:57",0.82,126.31,33,4.2
"2002-03-17","09:20:57",0.81,126.31,38,4.2
"2002-03-17","09:20:57",0.81,126.31,38,4.5
"2002-03-17","09:59:26",-5.85,105.6,21,4.6
"2002-03-17","09:59:26",-5.85,105.6,21,4.4
"2002-03-17","09:59:28",-5.88,105.59,33,4.6
"2002-03-17","11:38:41",-8.59,115.17,101,4.4
"2002-03-17","11:38:41",-8.59,115.17,101,4.8
"2002-03-17","15:20:26",-7.2,128.83,33,4
"2002-03-17","15:20:36",-7.52,128.67,134,4
"2002-03-17","15:20:36",-7.52,128.67,134,3.8
"2002-03-17","16:47:28",-6.24,128.75,309,2.8
"2002-03-17","16:51:10",-8.34,116.11,103,4.4
"2002-03-17","16:53:56",-1.33,100.62,37,3.5
"2002-03-17","18:34:36",-9.44,125.13,101,3.7
"2002-03-17","18:55:24",5.49,124.42,23,4.7
