"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2012-01-06","01:58:05",-8.65,132.2,10,4.2
"2012-01-06","01:58:06",-8.78,130.55,35,3.7
"2012-01-06","02:12:09",4.45,96.22,10,3
"2012-01-06","02:29:03",0.14,100.45,170,4.6
"2012-01-06","02:29:03",0.09,100.39,175,3.8
"2012-01-06","02:29:04",0.08,100.34,171,4.5
"2012-01-06","03:04:58",-1.31,123.05,10,4.7
"2012-01-06","03:04:58",-1.24,123.09,22,4.3
"2012-01-06","03:04:58",-1.34,123.02,5,4.6
"2012-01-06","03:05:00",-1.23,123.11,38,4.3
"2012-01-06","03:05:00",-1.23,123.11,38,4.2
"2012-01-06","03:45:36",-11.6,117.18,26,3.4
"2012-01-06","03:45:41",-11.09,117.14,10,4.1
"2012-01-06","05:50:54",2.16,96.24,10,3.6
"2012-01-06","05:50:54",2.19,96.26,24,3.6
"2012-01-06","08:54:16",-3.83,128.76,150,3.5
"2012-01-06","08:54:18",-3.75,128.76,125,3.3
"2012-01-06","09:07:10",-9.97,114.1,35,2.7
"2012-01-06","09:07:13",-9.77,114.17,29,3.5
"2012-01-06","13:02:26",-7.2,129.36,173,3.6
"2012-01-06","13:19:42",-8.48,112.3,129,3.7
"2012-01-06","13:19:44",-8.65,112.31,96,3.8
"2012-01-06","13:58:45",4.85,96.02,10,3
"2012-01-06","17:06:06",-0.39,121.99,5,3.6
"2012-01-06","17:06:07",-0.32,122.03,10,3.8
"2012-01-06","18:11:42",-8.45,115.66,10,3.5
"2012-01-06","18:43:33",-7.65,129.38,170,2.5
"2012-01-06","19:19:41",-8.24,125.14,27,4.3
"2012-01-06","19:19:41",-8.24,125.14,27,4
"2012-01-06","19:19:43",-8.11,124.84,10,4.1
"2012-01-06","19:19:44",-8.38,124.86,61,4.3
