"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1995-12-12","01:37:44",-2.66,128.76,33,4.7
"1995-12-12","01:37:44",-2.61,128.88,33,4.7
"1995-12-12","01:37:44",-2.61,128.88,33,4.6
"1995-12-12","02:56:31",1.9,122.65,33,4.1
"1995-12-12","02:56:31",1.89,122.66,33,4.1
"1995-12-12","04:00:32",-10.24,125.21,33,3.9
"1995-12-12","04:00:32",-10.23,125.22,33,3.9
"1995-12-12","18:38:41",-7.63,117.64,320,4.6
"1995-12-12","18:38:41",-7.62,117.67,323,4.6
"1995-12-12","18:38:41",-7.62,117.67,323,4.4
