"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1998-05-03","02:19:47",2.07,127.91,33,4.6
"1998-05-03","02:19:49",1.97,127.87,51,4.6
"1998-05-03","02:19:49",1.97,127.87,51,4.5
"1998-05-03","06:07:21",0.03,123.34,157,4
"1998-05-03","06:07:21",-0.01,123.35,154,4
"1998-05-03","06:44:12",-4.05,128.28,33,3.4
"1998-05-03","06:44:13",-4.05,128.27,33,3.4
"1998-05-03","06:44:13",-4.05,128.27,33,3.7
"1998-05-03","07:17:53",2.12,128.1,33,4.4
"1998-05-03","07:17:54",2.1,128.09,39,4.4
"1998-05-03","07:17:54   ",2.1,128.09,39,4.1
"1998-05-03","09:33:44",-11.34,118.46,33,4.6
"1998-05-03","09:33:45",-11.3,118.43,48,4.6
"1998-05-03","09:33:45",-11.3,118.43,48,4.8
"1998-05-03","15:38:01",-2,140.64,33,5.2
"1998-05-03","16:53:20",1.69,127.35,100,3.9
"1998-05-03","16:53:25",1.57,126.65,169,3.9
"1998-05-03","16:53:25",1.57,126.65,169,3.6
"1998-05-03","21:57:43",-3.29,139.85,33,4.6
"1998-05-03","21:57:43",-3.28,139.84,32,4.6
"1998-05-03","21:57:43",-3.28,139.84,32,3.7
"1998-05-03","22:44:28",-1.47,140.44,33,5.3
