"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2011-09-07","00:48:35",-2.7,128.88,57,3.3
"2011-09-07","01:43:46",4.76,94.8,50,3.8
"2011-09-07","01:43:48",4.83,95.13,87,3.8
"2011-09-07","03:02:33",3.62,126.58,98,3.6
"2011-09-07","03:29:30",-3.5,127.45,10,3.3
"2011-09-07","03:47:39",-9,119,29,3.1
"2011-09-07","07:29:29",-4.96,134.2,15,4.7
"2011-09-07","07:29:29",-4.97,134.07,5,4.9
"2011-09-07","07:29:31",-4.85,134.12,10,5
"2011-09-07","07:29:31",-4.92,134.1,28,4.7
"2011-09-07","07:29:32",-5,134.12,30,4.9
"2011-09-07","10:06:58",-5.41,125.08,35,4.3
"2011-09-07","10:06:58",-5.62,125.03,35,4.3
"2011-09-07","10:07:01",-4.97,124.8,10,4.6
"2011-09-07","10:07:01",-4.9,124.78,10,4.4
"2011-09-07","17:07:51",-1.59,101.79,212,3.5
"2011-09-07","17:07:52",-1.5,101.84,195,3.9
"2011-09-07","17:58:15",2.62,125.57,54,4.5
"2011-09-07","17:58:18",2.53,125.95,10,4.6
"2011-09-07","17:58:21",2.65,125.81,109,4.5
"2011-09-07","19:29:15",1.06,97.47,27,3.9
"2011-09-07","19:29:26",1.14,98.26,20,3.6
"2011-09-07","20:16:51",-5.14,129.5,182,3.7
"2011-09-07","23:54:03",5.6,123.98,546,3.1
