"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2005-08-03","01:56:43",2.68,95.7,30,4.5
"2005-08-03","01:56:44",2.7,95.61,30,4.5
"2005-08-03","04:36:26",-1.16,136.76,33,3.9
"2005-08-03","04:47:26",-4.05,128.87,27,4.8
"2005-08-03","04:47:28",-4.01,128.9,23,4.8
"2005-08-03","04:47:52",-5.04,128.88,300,5
"2005-08-03","05:38:28",2.12,96.36,30,4.3
"2005-08-03","05:38:28",2.12,96.36,30,4
"2005-08-03","05:38:29",2.11,96.34,30,4.3
"2005-08-03","09:35:22",-9.2,118.48,10,4.6
"2005-08-03","09:35:22",-9.48,118.55,33,4.6
"2005-08-03","09:35:22",-9.48,118.55,33,4.2
"2005-08-03","10:41:12",3.14,128.31,33,5.8
"2005-08-03","10:41:17",2.97,128.28,76,5.9
"2005-08-03","10:41:17",2.97,128.28,76,5.7
"2005-08-03","10:41:18",3.01,128.15,69,5.9
"2005-08-03","11:41:05",1.8,97.44,30,3.6
"2005-08-03","16:32:53",-5.78,105.21,15,4.1
"2005-08-03","16:32:54",-5.77,105.23,33,4.1
"2005-08-03","16:32:54",-5.77,105.23,33,4
"2005-08-03","23:34:43",-4.6,131.43,179,4
