"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1989-05-03","04:40:38",-3.68,134.4,33,4.3
"1989-05-03","04:40:38",-3.57,134.55,33,4.3
"1989-05-03","04:40:38",-3.57,134.55,33,3.8
"1989-05-03","13:00:25",3.52,125.85,140,5
"1989-05-03","13:00:26",3.49,125.87,150,5
"1989-05-03","13:00:26",3.49,125.87,150,4.8
"1989-05-03","13:18:32",1.94,128.75,33,5
"1989-05-03","13:18:32",1.93,128.69,33,5
"1989-05-03","13:18:32",1.93,128.69,33,4.9
"1989-05-03","23:06:31",3.29,126.74,33,4.1
"1989-05-03","23:06:31",3.29,126.78,33,4.1
"1989-05-03","23:06:31",3.29,126.78,33,4
