"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2018-02-23","04:46:11",-8.13,107.67,26,2.8
"2018-02-23","07:20:38",-5.37,129.72,193,4.8
"2018-02-23","07:20:38",-5.36,129.57,192,4.6
"2018-02-23","07:20:39",-5.33,129.78,204,4.5
"2018-02-23","07:20:39",-5.34,129.7,206,4.6
"2018-02-23","07:55:33",0.13,98.01,44,3
"2018-02-23","08:59:08",-0.19,122.88,13,2.4
"2018-02-23","09:07:15",-10.49,115.98,50,3.3
"2018-02-23","09:18:49",1.38,126.73,19,3.4
"2018-02-23","09:32:13",-8.7,115.53,97,3.7
"2018-02-23","09:32:13",-8.73,115.52,101,3.8
"2018-02-23","09:48:50",-8.27,119,13,3.4
"2018-02-23","09:48:51",-8.4,119.02,14,3.5
"2018-02-23","10:08:55",-1.32,120.31,10,3.5
"2018-02-23","10:42:31",-3.25,130.72,10,4.5
"2018-02-23","10:42:33",-3.05,130.77,10,4.2
"2018-02-23","10:42:33",-3.12,130.83,18,4.7
"2018-02-23","10:42:33",-3.2,130.82,21,4.5
"2018-02-23","11:53:50",-8.94,116.13,71,2.8
"2018-02-23","11:56:16",5.43,92.93,28,4.3
"2018-02-23","12:06:24",-3.3,130.53,32,2.9
"2018-02-23","12:21:44",-9.82,125,12,2.9
"2018-02-23","12:24:23",-8.05,117.26,10,3.3
"2018-02-23","13:33:51",-8.99,112.8,29,2.9
"2018-02-23","14:27:29",0.68,122.42,69,2.4
"2018-02-23","14:47:43",-1.66,130.94,68,2.3
"2018-02-23","14:56:05",1.56,122.31,10,2.3
"2018-02-23","14:56:10",-4.78,139.42,10,4.4
"2018-02-23","14:56:10",-4.73,139.49,12,4.6
"2018-02-23","14:56:14",-4.76,139.4,48,4.6
"2018-02-23","14:56:17",-4.89,139.37,71,4.5
"2018-02-23","15:47:44",-5.41,103.35,34,3.7
"2018-02-23","16:09:37",-8.16,123.27,10,3.8
"2018-02-23","16:09:38",-8.15,123.28,12,3.8
"2018-02-23","22:06:37",-0.23,100.29,151,3.6
"2018-02-23","22:38:19",0.21,121.75,183,2.5
"2018-02-23","22:50:45",-0.02,122.73,50,2.4
