"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2004-10-02","03:14:24",0.97,126.18,33,4.8
"2004-10-02","03:14:24",0.97,126.18,33,4.6
"2004-10-02","03:14:30",0.91,126.17,70,4.8
"2004-10-02","04:18:15",-7.74,116.79,2,4
"2004-10-02","06:09:24",2.37,122.27,546,5.1
"2004-10-02","06:09:25",2.38,122.21,543,5.1
"2004-10-02","08:34:25",-3.9,129.26,130,4
"2004-10-02","08:34:25",-3.9,129.26,130,3.6
"2004-10-02","08:34:35",-4.22,128.86,210,4
"2004-10-02","09:37:01",-1.64,136.38,59,3.8
"2004-10-02","11:06:45",-8.6,116.67,160,4.3
"2004-10-02","11:50:11",3.53,128.57,10,4.4
"2004-10-02","11:50:13",3.57,128.58,33,4.4
"2004-10-02","11:50:13",3.57,128.58,33,4
"2004-10-02","14:04:55",3.65,128.68,10,4.2
"2004-10-02","14:04:57",3.68,128.65,33,4.2
"2004-10-02","14:04:57",3.68,128.65,33,3.8
"2004-10-02","14:50:38",3.77,128.81,10,3.9
"2004-10-02","14:50:38",3.77,128.81,10,3.6
"2004-10-02","14:50:40",3.69,128.76,10,3.9
"2004-10-02","17:59:15",-10.91,113.18,22,3.5
"2004-10-02","18:28:38",-6.69,105.91,128,3.3
"2004-10-02","18:37:01",0.18,122.14,150,4
"2004-10-02","18:37:01",0.18,122.14,150,3.5
"2004-10-02","18:37:05",0.08,122.14,167,4
"2004-10-02","20:36:44",-9.97,117.13,15,4.9
"2004-10-02","20:36:44",-9.97,117.13,15,5
