"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1994-09-28","14:03:50",2.17,127.3,80,4.6
"1994-09-28","14:03:51",2.09,127.28,80,4.6
"1994-09-28","16:39:51",-5.79,110.35,638,6.6
"1994-09-28","16:39:53",-5.76,110.42,660,6.6
"1994-09-28","16:39:53",-5.76,110.42,660,5.8
"1994-09-28","17:33:58",-5.73,110.36,628,6
"1994-09-28","17:34:00",-5.77,110.5,660,5.5
"1994-09-28","17:34:00",-5.77,110.5,660,5.6
"1994-09-28","21:22:10",-4.71,102.2,46,5.5
"1994-09-28","21:22:12",-4.73,102.19,58,5.3
"1994-09-28","21:22:12",-4.73,102.19,58,5.4
