"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2016-02-22","05:47:27",5.55,127.41,154,4.2
"2016-02-22","06:08:35",-1.56,120.09,10,3.8
"2016-02-22","08:22:39",0.91,98.53,35,4.1
"2016-02-22","08:22:48",0.63,98.7,118,3.6
"2016-02-22","08:49:58",-8.31,124.87,10,3.3
"2016-02-22","12:23:10",-5.11,134.26,29,4.2
"2016-02-22","12:23:11",-5.06,134.16,140,4.4
"2016-02-22","13:29:40",0.88,126.56,12,3.5
"2016-02-22","13:57:22",-9.2,114.08,25,3.1
"2016-02-22","14:44:44",-8.11,117.7,10,3.9
"2016-02-22","14:44:44",-8.11,117.7,10,3.7
"2016-02-22","17:52:05",0.5,125.27,23,4.3
"2016-02-22","19:16:43",-7.07,129.77,136,3
"2016-02-22","19:39:44",-5.05,104.45,139,4.1
"2016-02-22","19:39:48",-5.16,104.64,180,4
"2016-02-22","19:39:49",-4.97,104.78,184,4.1
"2016-02-22","20:20:27",-7.43,111.82,10,3.3
"2016-02-22","21:10:33",-7,129.97,139,4.4
"2016-02-22","21:10:33",-6.98,129.96,127,4.3
"2016-02-22","21:10:33",-6.86,129.93,118,3.5
"2016-02-22","23:28:37",-7.09,131.76,432,2.3
