"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2014-11-22","01:17:51",-7.43,129.24,163,4.2
"2014-11-22","01:17:51",-7.5,129.19,150,4.2
"2014-11-22","01:17:51",-7.5,129.19,150,3.8
"2014-11-22","04:34:34",0.4,125.46,46,4.8
"2014-11-22","04:34:37",0.44,125.54,66,5
"2014-11-22","04:34:37",0.41,125.53,68,4.8
"2014-11-22","04:34:38",0.42,125.54,70,4.7
"2014-11-22","04:34:38",0.37,125.54,80,4.7
"2014-11-22","04:45:10",0.45,125.56,12,3.4
"2014-11-22","04:56:23",-4.97,130.05,157,4
"2014-11-22","05:20:20",1.89,126.36,13,4
"2014-11-22","05:20:21",1.85,126.36,35,4.2
"2014-11-22","05:20:22",1.93,126.37,47,4.2
"2014-11-22","05:29:46",-0.73,98.62,32,4.4
"2014-11-22","05:29:46",-0.73,98.62,32,4.1
"2014-11-22","05:29:47",-0.7,98.57,21,3.8
"2014-11-22","05:29:47",-0.76,98.62,41,4.4
"2014-11-22","06:43:55",-0.3,125.44,34,4.2
"2014-11-22","06:43:55",-0.27,125.54,35,4.2
"2014-11-22","06:43:55",-0.27,125.54,35,4.1
"2014-11-22","06:43:56",-0.11,125.72,10,3.9
"2014-11-22","07:06:18",-9.35,117.44,106,3
"2014-11-22","10:21:11",-9.45,113.92,10,3.7
"2014-11-22","10:21:11",-9.48,113.96,31,3.1
"2014-11-22","11:56:46",2.95,92.48,10,4.1
"2014-11-22","11:56:49",2.98,92.51,35,4.1
"2014-11-22","11:56:49",2.98,92.51,35,3.6
"2014-11-22","16:17:02",2.25,127,53,3.7
"2014-11-22","17:18:27",-7.48,124.1,11,4.2
"2014-11-22","17:18:28",-7.5,124.09,100,4.2
"2014-11-22","17:18:28",-7.5,124.09,100,3.9
"2014-11-22","17:18:29",-7.55,124.08,108,4.2
"2014-11-22","17:18:29",-7.6,124,121,4.2
"2014-11-22","17:30:28",-7.63,129.04,131,3.2
"2014-11-22","17:57:43",2.26,126.27,55,3.8
"2014-11-22","17:57:44",2.2,126.19,48,3.8
"2014-11-22","19:53:00",5.91,126.14,88,4.7
