"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1992-03-05","00:19:16",-6.5,130.68,62,5.1
"1992-03-05","00:19:16",-6.5,130.68,62,4.9
"1992-03-05","00:19:18",-6.58,130.45,76,5.1
"1992-03-05","02:00:02",-8.84,117.52,184,3.9
"1992-03-05","02:07:31",2.06,98.09,35,2.5
"1992-03-05","02:48:59",-9.4,114,64,3.2
"1992-03-05","07:07:21",-7.7,107.2,95,2.2
"1992-03-05","09:07:58",-10.5,113.8,171,3.8
"1992-03-05","10:13:43",3.5,98.6,51,2.7
"1992-03-05","10:51:31",2.7,96.3,225,2.7
"1992-03-05","13:48:36",-5.99,102.39,21,4
"1992-03-05","14:19:09",-5.5,102.8,21,4.8
"1992-03-05","18:20:12",-8.8,108,21,2.4
"1992-03-05","19:10:10",1.4,97.5,21,2.5
"1992-03-05","23:37:54",4.65,126.74,33,4.6
"1992-03-05","23:37:54",4.82,127.05,33,4.6
"1992-03-05","23:54:26",2.2,98.9,8,2.4
