"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1998-11-01","01:39:29",-8.66,123.18,100,3.9
"1998-11-01","01:39:30",-8.67,123.18,104,3.9
"1998-11-01","06:10:19",1.29,120.53,33,4.3
"1998-11-01","06:10:22",1.2,120.45,60,4.3
"1998-11-01","06:10:22",1.2,120.45,60,4.5
"1998-11-01","13:38:05",1.38,128.24,87,4.7
"1998-11-01","13:38:06",1.33,128.25,104,4.7
"1998-11-01","13:38:06",1.33,128.25,104,4.6
"1998-11-01","16:28:10",0.47,120.4,140,3.7
"1998-11-01","19:16:07",-8.38,119.88,200,4.3
"1998-11-01","19:16:07",-8.41,119.91,188,4.3
"1998-11-01","19:16:07",-8.41,119.91,188,4
"1998-11-01","21:35:46",0.67,125.95,90,4.9
"1998-11-01","21:35:47",0.71,125.91,94,4.9
"1998-11-01","21:35:47",0.71,125.91,94,4.6
"1998-11-01","22:41:13",2.35,126.56,33,4.3
"1998-11-01","22:41:18",2.31,126.43,83,4.3
"1998-11-01","22:41:18",2.31,126.43,83,3.9
"1998-11-01","23:11:06",-4.04,128.56,415,3.1
