"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2006-07-15","01:03:11",-4.57,125.39,475,3.1
"2006-07-15","02:18:34",-6,129.53,155,4.4
"2006-07-15","02:18:37",-6.18,129.5,185,4.4
"2006-07-15","02:18:37",-6.18,129.5,185,4.2
"2006-07-15","06:24:12",-6.82,129.59,127,4.6
"2006-07-15","06:24:14",-6.9,129.65,145,4.6
"2006-07-15","06:24:14",-6.9,129.65,145,4.7
"2006-07-15","06:24:17",-6.8,129.7,174,5
"2006-07-15","07:10:47",-4.45,126.16,364,5.8
"2006-07-15","07:10:47",-4.48,126.22,365,5.8
"2006-07-15","07:10:49",-4.48,126.26,370,5.8
"2006-07-15","07:10:49",-4.4,126.3,400,6.1
"2006-07-15","07:10:49",-4.48,126.26,370,5.7
"2006-07-15","11:54:23",3.77,93.6,10,5.1
"2006-07-15","11:54:27",3.8,93.5,20,5.2
"2006-07-15","11:54:28",3.72,93.6,32,5.2
"2006-07-15","11:54:28",3.74,93.56,34,5.2
"2006-07-15","11:54:28",3.74,93.56,34,5
"2006-07-15","13:08:44",-9.17,118.65,125,4
"2006-07-15","18:48:21",0.6,126.42,35,3.7
"2006-07-15","19:02:30",-7.32,119.65,441,2.6
"2006-07-15","21:41:54",5.29,94.3,30,4.5
"2006-07-15","21:42:00",5.47,94.64,76,4.5
"2006-07-15","21:42:00",5.47,94.64,76,4.1
"2006-07-15","23:30:21",-6.32,130.12,35,4.5
"2006-07-15","23:30:23",-6.47,130.1,52,4.5
"2006-07-15","23:30:23",-6.47,130.1,52,4.7
