"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2014-04-19","02:32:05",-6.92,127,355,4.2
"2014-04-19","02:32:05",-6.92,127,355,3.9
"2014-04-19","03:26:38",3.98,126.73,32,3.6
"2014-04-19","05:17:46",-9.11,110.41,10,3.7
"2014-04-19","05:17:47",-9.13,110.41,10,4.1
"2014-04-19","05:19:23",-0.16,119.79,10,3.5
"2014-04-19","07:50:50",-8.84,110.52,10,3.5
"2014-04-19","08:59:01",-9.23,110.37,10,3.5
"2014-04-19","09:15:55",5.68,126.06,54,3.4
"2014-04-19","10:05:59",5.85,125.37,63,3.1
"2014-04-19","10:40:08",-9.28,110.43,10,3.1
"2014-04-19","10:53:14",5.37,94.17,35,4.5
"2014-04-19","10:53:15",5.48,94.26,46,4.5
"2014-04-19","10:53:15",5.48,94.26,46,3.8
"2014-04-19","12:36:42",-8.98,119.2,128,3.2
"2014-04-19","12:36:43",-9,119.3,100,2.9
"2014-04-19","12:36:43",-9,119.3,100,3.2
"2014-04-19","14:22:32",-6.17,105.33,10,4.7
"2014-04-19","14:22:32",-6.17,105.33,10,4.2
"2014-04-19","14:22:34",-5.98,105.45,10,4.1
"2014-04-19","14:22:37",-6.9,104.87,58,4.7
"2014-04-19","14:22:37",-6.06,105.37,38,4.1
"2014-04-19","14:29:19",-6.49,129.94,146,4.4
"2014-04-19","14:29:20",-6.49,130.02,161,4.4
"2014-04-19","14:30:30",2.91,126.12,100,3.9
"2014-04-19","14:30:30",2.91,126.12,100,5.1
"2014-04-19","14:30:33",2.69,126.07,113,4.7
"2014-04-19","15:01:42",-6.83,129.94,150,4.1
"2014-04-19","15:01:42",-6.83,129.94,150,4
"2014-04-19","15:01:43",-6.78,129.81,169,4.1
"2014-04-19","15:12:43",2.45,99.09,150,3.4
"2014-04-19","15:12:44",2.47,99.08,144,3.4
"2014-04-19","17:33:34",1.45,124.54,221,4.2
"2014-04-19","17:33:35",1.37,124.56,235,4.2
"2014-04-19","17:33:35",1.37,124.56,235,4
"2014-04-19","17:34:25",-5.94,105.4,77,3.4
"2014-04-19","17:41:43",-7.19,129.82,99,3.7
"2014-04-19","19:28:47",5.37,126.16,64,3.3
"2014-04-19","21:06:28",0.49,123.52,10,3.6
"2014-04-19","21:12:45",0.48,123.57,10,3.3
