"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1996-01-22","05:22:46",-4.13,127.44,220,4.7
"1996-01-22","05:22:46",-4.15,127.46,220,4.7
"1996-01-22","05:22:46",-4.15,127.46,220,4.5
"1996-01-22","06:04:53",-2.76,128.33,33,3.8
"1996-01-22","06:04:53",-2.76,128.33,33,3.7
"1996-01-22","06:48:20",-6.45,131.21,117,3.9
"1996-01-22","06:48:20",-6.52,131.22,117,3.9
"1996-01-22","07:25:40",-6.66,131.14,64,3.6
"1996-01-22","07:25:42",-6.74,131.43,69,3.6
"1996-01-22","07:25:42",-6.74,131.43,69,3.7
"1996-01-22","08:22:31",-8.2,117.85,10,4.1
"1996-01-22","08:22:31",-8.16,117.87,10,4.1
"1996-01-22","08:22:31",-8.16,117.87,10,4.2
"1996-01-22","14:52:02",-8.64,124.21,67,4.5
"1996-01-22","14:52:03",-8.63,124.24,76,4.5
"1996-01-22","17:28:16",2.48,128.58,287,4.3
"1996-01-22","17:28:17",2.45,128.61,302,4.3
"1996-01-22","17:28:17",2.45,128.61,302,4.1
"1996-01-22","20:06:07",-7.45,131.31,33,3.6
"1996-01-22","20:06:07",-7.39,131.19,33,3.6
