"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2016-04-22","00:16:40",2.47,99.02,143,4
"2016-04-22","00:16:41",2.43,99.03,139,3.5
"2016-04-22","03:45:08",-5.27,104.57,116,3.5
"2016-04-22","03:47:37",-0.14,125.27,10,4.2
"2016-04-22","03:47:38",-0.32,125.23,10,4
"2016-04-22","04:47:48",-7.21,129.7,168,5.4
"2016-04-22","04:47:49",-6.99,129.68,159,5
"2016-04-22","04:47:49",-7.15,129.74,164,5
"2016-04-22","04:47:50",-7.17,129.68,167,5
"2016-04-22","06:26:09",-4.72,103.25,18,3
"2016-04-22","09:10:12",-2.58,129.34,10,3.5
"2016-04-22","09:33:16",-3.82,128.28,135,3.1
"2016-04-22","09:56:49",0.06,100.42,162,4.2
"2016-04-22","09:56:49",0.03,100.38,170,4.2
"2016-04-22","09:56:49",0.06,100.42,162,4.4
"2016-04-22","12:06:30",-7.48,106.71,11,3.5
"2016-04-22","14:03:56",-8.14,123.93,74,3.5
"2016-04-22","14:04:01",-8.74,123.41,113,4.1
"2016-04-22","14:04:02",-8.5,123.4,10,3.5
"2016-04-22","14:56:01",-5.45,127.84,60,4.1
"2016-04-22","15:22:12",-5.7,130.87,161,4
"2016-04-22","15:22:12   ",-5.7,130.87,161,3.9
"2016-04-22","18:28:09",-11.9,124.16,10,4.5
"2016-04-22","18:28:10",-11.86,124.37,46,4.1
"2016-04-22","18:28:11",-11.75,124.42,47,4.4
"2016-04-22","18:47:57",1.55,126.51,57,5.1
"2016-04-22","18:47:58",1.58,126.63,70,5
"2016-04-22","18:47:59",1.58,126.59,79,5
"2016-04-22","18:47:59",1.54,126.63,74,4.6
"2016-04-22","19:11:29",-0.6,122.28,10,3
"2016-04-22","19:14:59",-7.8,118.99,10,3.4
"2016-04-22","19:15:00",-7.78,119.01,14,3.4
"2016-04-22","19:22:27",-0.64,122.26,10,3.6
"2016-04-22","19:22:27",-0.64,122.26,10,3.8
"2016-04-22","19:38:11",-4.51,94.37,15,5.2
"2016-04-22","19:38:12",-4.44,94.35,10,5.2
"2016-04-22","19:38:12",-4.39,94.28,10,5
"2016-04-22","19:38:12",-4.46,94.33,15,5.1
"2016-04-22","19:49:00",1.85,127.17,10,3
"2016-04-22","20:10:56",1.85,123.13,10,3.1
"2016-04-22","20:10:56",1.85,123.13,10,3
"2016-04-22","20:21:43",-0.87,119.8,10,2.2
