"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1996-12-26","01:31:41",3.77,126.42,14,4.6
"1996-12-26","01:31:43",3.77,126.41,33,4.6
"1996-12-26","20:48:22",-2.23,138.92,30,6.3
"1996-12-26","20:48:22",-2.23,138.92,30,6
"1996-12-26","20:48:23",-2.24,138.94,33,6.3
"1996-12-26","21:39:59",-2.23,138.87,33,4.9
"1996-12-26","21:39:59",-2.26,138.92,33,4.9
"1996-12-26","21:39:59",-2.26,138.92,33,4.8
"1996-12-26","22:12:35",-2.24,138.89,33,4.8
"1996-12-26","22:12:37",-2.27,138.93,55,4.8
"1996-12-26","22:12:37",-2.27,138.93,55,4.6
"1996-12-26","22:48:42",-4.05,128.03,10,5
"1996-12-26","22:48:43",-4.03,128.1,19,5
"1996-12-26","22:48:43",-4.03,128.1,19,4.8
"1996-12-26","23:09:03",-4.17,128.09,10,4.2
"1996-12-26","23:09:03",-4.17,128.09,10,4.6
"1996-12-26","23:09:04",-4.09,128.37,10,4.2
"1996-12-26","23:58:28",1.57,126.08,33,4.1
"1996-12-26","23:58:28",1.57,126.04,33,4.1
"1996-12-26","23:58:28",1.57,126.04,33,4.2
