"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"2001-04-13","03:24:51",-4.17,101.44,33,3.8
"2001-04-13","04:47:58",2.45,128.65,233,4.2
"2001-04-13","08:10:33",-0.05,122.25,200,3.3
"2001-04-13","12:21:38",-10.75,114.64,1,4.5
"2001-04-13","12:21:38",-10.75,114.64,1,4.9
"2001-04-13","13:14:32",-7.67,106.88,33,4.3
"2001-04-13","14:00:41",-5.56,103.85,33,4.6
"2001-04-13","14:00:44",-5.54,103.92,61,4.6
"2001-04-13","14:48:37",-6.12,108.07,282,3.7
"2001-04-13","15:26:37",-2.82,138.9,33,3.5
"2001-04-13","17:38:00",-6.99,129.34,182,4.1
"2001-04-13","17:38:00",-7.02,129.35,182,4.1
"2001-04-13","17:38:00",-7.02,129.35,182,4.2
"2001-04-13","18:12:29",1.32,97.41,33,5
"2001-04-13","18:12:29",1.32,97.41,33,4.1
"2001-04-13","19:25:38",-11.09,118.39,33,4.4
"2001-04-13","20:50:01",3.42,128.33,72,4.1
"2001-04-13","23:33:00",5.56,126.32,100,3.2
