"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1997-02-05","13:09:18",2.55,124.47,250,4.7
"1997-02-05","13:09:21",2.52,124.56,280,4.7
"1997-02-05","13:09:21",2.52,124.56,280,4.3
"1997-02-05","15:09:48",-5.16,129.31,200,4.9
"1997-02-05","15:09:48",-5.12,129.34,197,4.9
"1997-02-05","15:09:48",-5.12,129.34,197,3.7
"1997-02-05","19:57:44",-2.19,140.87,57,3.7
"1997-02-05","19:57:44",-2.19,140.87,57,3.5
"1997-02-05","19:58:01",-3.45,140.72,100,3.7
"1997-02-05","22:21:17",2.17,123.05,33,4.5
