"TANGGAL","WAKTU.UTC.","LATITUDE","LONGITUDE","KEDALAMAN","MAG"
"1988-09-09","02:23:13",5.5,125.45,33,4.2
"1988-09-09","02:23:14",5.56,125.49,33,4.2
"1988-09-09","23:02:17",0.88,125.45,108,4.4
"1988-09-09","23:02:18",0.84,125.38,122,4.4
"1988-09-09","23:02:18",0.84,125.38,122,4.5
